runid,dataset,alg,lambd,eta,M,K,T,local_batch,seed,record_intvl,final_loss,best_loss
0827T154227Z_UfU6l7,a9a,5,0.001,0.002,4,256,4096,1,1,512,0.6984037898144559,0.6984037898144559
0827T155955Z_Rf4mN2,a9a,0,0.001,0.1,1,32,4096,1,1,512,0.4043773921493431,0.3693385436755494
0827T161310Z_xWhNnP,a9a,1,0.001,0.002,256,64,4096,1,1,512,0.4352491568706448,0.4352491568706448
0827T141600Z_ytMgQ0,a9a,0,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154317Z_BpbuQe,a9a,5,0.001,1.0,4,2,4096,1,1,512,0.4806515733716357,0.4439566509409166
0827T161946Z_eVZSx6,a9a,1,0.001,0.002,2048,128,4096,1,1,512,0.4345050275373752,0.4345050275373752
0827T155038Z_7G0xZQ,a9a,5,0.001,2.0,256,8,4096,1,1,512,0.7021136601041419,0.7021136601041419
0827T160024Z_0YClCl,a9a,0,0.001,0.01,8,1,4096,1,1,512,0.4608268260382995,0.4608268260382995
0827T155106Z_8ekZQw,a9a,5,0.001,0.2,256,64,4096,1,1,512,0.341571675328786,0.341571675328786
0827T151521Z_2RtZEW,a9a,0,0.001,0.02,1,1,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T153927Z_j2KYPc,a9a,5,0.001,0.005,1,4,4096,1,1,512,0.5573439242261623,0.5573439242261623
0827T154907Z_aTFgO5,a9a,5,0.001,0.01,1,128,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T145217Z_eMHpAg,a9a,0,0.001,0.01,4,2,4096,1,1,512,0.4594088872044164,0.4594088872044164
0827T154230Z_4kX7Dv,a9a,5,0.001,0.005,4,4,4096,1,1,512,0.5596960380722809,0.5596960380722809
0827T155912Z_tJEvn0,a9a,5,0.001,1.0,2048,256,4096,1,1,512,0.6005000060381546,0.6005000060381546
0827T145344Z_yY3zp7,a9a,2,0.001,0.05,1,4,4096,1,1,512,0.8887255295686173,0.6613544282297186
0827T160015Z_8X37Wp,a9a,0,0.001,0.002,1,256,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T153351Z_1Br8FI,a9a,0,0.001,0.05,2,4,4096,1,1,512,0.3636672849227462,0.3636672849227462
0827T154038Z_HSxxOM,a9a,5,0.001,10.0,1,128,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T154512Z_VkzRxJ,a9a,5,0.001,10.0,8,64,4096,1,1,512,4.046874552151683,1.1451013886529824
0827T155103Z_tqNJeW,a9a,5,0.001,0.02,256,64,4096,1,1,512,0.3985066204637934,0.3985066204637934
0827T145224Z_11Fxpv,a9a,0,0.001,0.02,2,1,4096,1,1,512,0.3955707553489438,0.3955707553489438
0827T162342Z_DnJIsR,a9a,2,0.001,0.01,256,8,4096,1,1,512,0.3354432952160975,0.3354432952160975
0827T153947Z_f0zgVj,a9a,5,0.001,0.05,1,2,4096,1,1,512,0.3952096145660694,0.3848853358453851
0827T160030Z_zln9z8,a9a,0,0.001,5.0,8,1,4096,1,1,512,0.8845347859468125,0.8690973256378138
0827T154407Z_6vb6ch,a9a,5,0.001,0.01,8,8,4096,1,1,512,0.4608402980606807,0.4608402980606807
0827T160550Z_YRpGD2,a9a,0,0.001,0.01,2048,32,4096,1,1,512,0.4624868839966817,0.4624868839966817
0827T162444Z_PtYMux,a9a,2,0.001,0.1,256,256,4096,1,1,512,0.3378872141189455,0.3378872141189455
0827T161217Z_DVxlVQ,a9a,1,0.001,0.001,8,256,4096,1,1,512,0.5021356528894331,0.5021356528894331
0827T143104Z_lz73R5,a9a,0,0.001,0.02,2,4,4096,1,1,512,0.3955662350727181,0.3955662350727181
0827T155053Z_G4HSit,a9a,5,0.001,2.0,256,32,4096,1,1,512,0.8788480014536232,0.8788480014536232
0827T151611Z_mDTCH4,a9a,1,0.001,0.05,2,4,4096,1,1,512,0.809213504730392,0.5897929302063252
0827T154245Z_EIZ1dH,a9a,5,0.001,0.02,4,32,4096,1,1,512,0.3970409412950553,0.3970409412950553
0827T162318Z_rGW8wU,a9a,2,0.001,0.02,8,256,4096,1,1,512,0.3735464396046068,0.3735464396046068
0827T143223Z_8WcGdz,a9a,2,0.001,0.05,2,4,4096,1,1,512,0.4713911764177503,0.4473475932823361
0827T160748Z_NQGEMJ,a9a,0,0.001,2.0,2048,64,4096,1,1,512,0.8899770607301332,0.8532602884501926
0827T161203Z_VoMfEL,a9a,1,0.001,0.01,8,32,4096,1,1,512,0.341213630771003,0.341213630771003
0827T155558Z_LejSe0,a9a,5,0.001,0.002,2048,64,4096,1,1,512,0.7000069070033866,0.7000069070033866
0827T153919Z_MSVlEf,a9a,5,0.001,0.002,1,2,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T162237Z_pqNI94,a9a,2,0.001,0.002,1,128,4096,1,1,512,0.4424867172154059,0.4424867172154059
0827T161150Z_nC9b9v,a9a,1,0.001,0.002,8,1,4096,1,1,512,0.3438495251026824,0.3438495251026824
0827T153402Z_lPcvrI,a9a,1,0.001,0.01,2,4,4096,1,1,512,0.4246420943712056,0.4246420943712056
0827T154235Z_dueR5a,a9a,5,0.001,0.01,4,1,4096,1,1,512,0.4594235107939453,0.4594235107939453
0827T162650Z_PN90K2,a9a,2,0.001,0.01,2048,8,4096,1,1,512,0.3352756600954164,0.3352756600954164
0827T154005Z_gMo2sV,a9a,5,0.001,0.2,1,128,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T151516Z_XrlHEH,a9a,0,0.001,0.01,4,2,4096,1,1,512,0.4594088872044164,0.4594088872044164
0827T155723Z_iFl2xG,a9a,5,0.001,0.01,2048,128,4096,1,1,512,0.4626337468998921,0.4626337468998921
0827T153458Z_EriG3v,a9a,2,0.001,0.05,2,2,4096,1,1,512,0.6561849517745907,0.5708292639809142
0827T154206Z_HlQOcq,a9a,5,0.001,10.0,2,1,4096,1,1,512,4.64677855687802,1.1451013886529824
0827T154158Z_nRtJcQ,a9a,5,0.001,2.0,2,256,4096,1,1,512,2.315037302374738,1.1451013886529824
0827T161121Z_LCvclG,a9a,1,0.001,0.1,1,1,4096,1,1,512,7.606256692234528,1.1451013886529824
0827T145332Z_EfTCu6,a9a,2,0.001,0.02,1,2,4096,1,1,512,1.027504625345856,0.6667746695397841
0827T153312Z_nftYfX,a9a,5,0.001,0.02,8,2,4096,1,1,512,0.3971806323498495,0.3971806323498495
0827T154254Z_sVvAMO,a9a,5,0.001,0.05,4,256,4096,1,1,512,0.3626969268911684,0.3626969268911684
0827T155929Z_1ZVzmG,a9a,5,0.001,5.0,2048,256,4096,1,1,512,2.488926101760137,1.1451013886529906
0827T162238Z_14bNYG,a9a,2,0.001,0.01,1,128,4096,1,1,512,0.4144103685602274,0.4144103685602274
0827T155127Z_ISAyzZ,a9a,5,0.001,5.0,256,128,4096,1,1,512,2.528086905049932,1.145101388652984
0827T155522Z_uLVS70,a9a,5,0.001,1.0,2048,32,4096,1,1,512,0.5056360014371337,0.5056360014371337
0827T161333Z_3NiTH0,a9a,1,0.001,0.2,256,128,4096,1,1,512,0.3392175375131574,0.3378363218401911
0827T153348Z_tpAwNj,a9a,0,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T161147Z_ZKsPLb,a9a,1,0.001,0.1,1,256,4096,1,1,512,0.4196732068019863,0.3825876887261252
0827T162704Z_S7iTgB,a9a,2,0.001,0.02,2048,8,4096,1,1,512,0.333518425075236,0.333518425075236
0827T154328Z_YN89id,a9a,5,0.001,2.0,4,128,4096,1,1,512,1.4057793463963877,1.1451013886529824
0827T155429Z_kllWoH,a9a,5,0.001,0.001,2048,32,4096,1,1,512,0.7796697023717437,0.7796697023717437
0827T154441Z_fcNggI,a9a,5,0.001,0.5,8,4,4096,1,1,512,0.3595228374003103,0.3595228374003103
0827T161210Z_ZxY5XR,a9a,1,0.001,0.1,8,64,4096,1,1,512,0.3401546856877442,0.3401546856877442
0827T145226Z_DjQgnd,a9a,0,0.001,0.02,2,4,4096,1,1,512,0.3955662350727181,0.3955662350727181
0827T154209Z_ql6ri7,a9a,5,0.001,10.0,2,8,4096,1,1,512,6.423880835922994,1.1451013886529824
0827T154926Z_vAEVy2,a9a,5,0.001,1.0,8,1,4096,1,1,512,0.4146701035481534,0.3809876588546317
0827T154129Z_9oyppL,a9a,5,0.001,0.1,2,256,4096,1,1,512,0.356905342535699,0.356905342535699
0827T154001Z_nllySf,a9a,5,0.001,0.2,1,2,4096,1,1,512,0.4196268830276824,0.4051390251210895
0827T161218Z_cmiAQE,a9a,1,0.001,0.002,8,256,4096,1,1,512,0.4362405960972477,0.4362405960972477
0827T142206Z_qUutbI,a9a,0,0.001,0.01,1,4,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T154449Z_h52lwO,a9a,5,0.001,1.0,8,32,4096,1,1,512,0.5368332012280623,0.5368332012280623
0827T154916Z_wWXbKo,a9a,5,0.001,0.2,1,256,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T154942Z_c9Gsn2,a9a,5,0.001,1.0,8,32,4096,1,1,512,0.5368332012280623,0.5368332012280623
0827T154349Z_SWiuxz,a9a,5,0.001,0.001,8,256,4096,1,1,512,0.7787180007331981,0.7787180007331981
0827T153417Z_lvECEl,a9a,1,0.001,0.02,8,1,4096,1,1,512,0.3922592036243118,0.3922592036243118
0827T143202Z_Hn6ggP,a9a,2,0.001,0.01,4,2,4096,1,1,512,0.3703068765971029,0.3641196983847009
0827T160041Z_R0LWAp,a9a,0,0.001,0.02,8,32,4096,1,1,512,0.3973324862294555,0.3973324862294555
0827T143207Z_foCSHN,a9a,2,0.001,0.02,1,1,4096,1,1,512,1.3395585133646997,0.8850963495615092
0827T154204Z_LVRSi5,a9a,5,0.001,5.0,2,128,4096,1,1,512,3.632253218556376,1.1451013886529824
0827T155944Z_djZqnz,a9a,0,0.001,0.001,1,8,4096,1,1,512,0.777914316671372,0.777914316671372
0827T142209Z_dpM3OU,a9a,0,0.001,0.01,2,4,4096,1,1,512,0.4561928072952071,0.4561928072952071
0827T155104Z_uAPuSS,a9a,5,0.001,0.1,256,64,4096,1,1,512,0.346448114881332,0.346448114881332
0827T154957Z_aEBZLH,a9a,5,0.001,2.0,8,128,4096,1,1,512,0.9599926694695476,0.9599926694695476
0827T154003Z_D9Mvmt,a9a,5,0.001,0.2,1,32,4096,1,1,512,0.4196268830276824,0.4196268830276824
0827T161047Z_B3sx2P,a9a,1,0.001,0.002,1,8,4096,1,1,512,0.4117902216024032,0.4117902216024032
0827T145338Z_H9g0tm,a9a,2,0.001,0.02,4,2,4096,1,1,512,0.3987008877174914,0.3956641565195322
0827T161205Z_HRie4U,a9a,1,0.001,0.2,8,32,4096,1,1,512,0.354731053321374,0.354731053321374
0827T143122Z_304ASb,a9a,1,0.001,0.01,1,2,4096,1,1,512,1.114637649147061,0.7480952853275085
0827T160904Z_CHATRl,a9a,0,0.001,2.0,2048,128,4096,1,1,512,0.9844543390066268,0.9501092526821444
0827T160306Z_uFnBa9,a9a,0,0.001,0.01,2048,1,4096,1,1,512,0.4624155161708426,0.4624155161708426
0827T154257Z_kdkIBH,a9a,5,0.001,0.1,4,4,4096,1,1,512,0.3538373593440038,0.3538373593440038
0827T151620Z_ccgSyS,a9a,2,0.001,0.01,2,1,4096,1,1,512,0.4713984341913773,0.4713984341913773
0827T151642Z_K4SjEC,a9a,2,0.001,0.05,1,4,4096,1,1,512,0.8887255295686173,0.6613544282297186
0827T163135Z_TwyoZP,a9a,2,0.001,0.2,2048,128,4096,1,1,512,0.3380461520708321,0.3377411619768869
0827T154034Z_QbHMar,a9a,5,0.001,10.0,1,2,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T153432Z_IU1kFD,a9a,2,0.001,0.01,1,1,4096,1,1,512,1.0723548638303495,0.7370593041770035
0827T161743Z_egmi78,a9a,1,0.001,0.1,2048,32,4096,1,1,512,0.3339847328736075,0.333745765789996
0827T160222Z_3FiOyt,a9a,0,0.001,0.1,256,128,4096,1,1,512,0.3464902521905306,0.3464902521905306
0827T155954Z_fQGqmu,a9a,0,0.001,0.02,1,32,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154211Z_nvMGQS,a9a,5,0.001,10.0,2,128,4096,1,1,512,5.804912709256423,1.1451013886529824
0827T161003Z_Z6uVky,a9a,0,0.001,0.2,2048,256,4096,1,1,512,0.3432297754275754,0.3432297754275754
0827T162226Z_hHfyaJ,a9a,2,0.001,0.001,1,32,4096,1,1,512,0.4411281846783347,0.4399200986597708
0827T153441Z_qxsozQ,a9a,2,0.001,0.01,8,2,4096,1,1,512,0.346588316331046,0.346588316331046
0827T154012Z_nJtOJc,a9a,5,0.001,0.5,1,256,4096,1,1,512,0.5804601497153012,0.5804601497153012
0827T153939Z_Dc7uoS,a9a,5,0.001,0.02,1,2,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T162947Z_8h7q46,a9a,2,0.001,0.02,2048,64,4096,1,1,512,0.3490957294076541,0.3490957294076541
0827T160018Z_ZwWluB,a9a,0,0.001,0.2,1,256,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T161126Z_eumwgs,a9a,1,0.001,0.02,1,8,4096,1,1,512,0.822969384227826,0.5680309102660971
0827T161209Z_qI562I,a9a,1,0.001,0.02,8,64,4096,1,1,512,0.3396899893245999,0.3396899893245999
0827T141558Z_ZOrt3Z,a9a,0,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T145247Z_y6c3WZ,a9a,1,0.001,0.01,2,2,4096,1,1,512,0.785369039761517,0.530272594125197
0827T161056Z_JRiEiN,a9a,1,0.001,0.002,1,32,4096,1,1,512,0.4157982332290817,0.4157982332290817
0827T161204Z_X7QDm1,a9a,1,0.001,0.02,8,32,4096,1,1,512,0.3400260981537047,0.3400260981537047
0827T153359Z_aNoj7c,a9a,1,0.001,0.01,1,4,4096,1,1,512,0.8328168261755582,0.5943081634022891
0827T162302Z_Nfcgk8,a9a,2,0.001,0.02,8,32,4096,1,1,512,0.342568175268331,0.342568175268331
0827T154241Z_n9Y3HM,a9a,5,0.001,0.01,4,256,4096,1,1,512,0.4595938620847137,0.4595938620847137
0827T154401Z_bJ8TYE,a9a,5,0.001,0.005,8,64,4096,1,1,512,0.5605453991165007,0.5605453991165007
0827T153335Z_zZzrfR,a9a,0,0.001,0.01,8,4,4096,1,1,512,0.460837244285581,0.460837244285581
0827T154439Z_nkPwvq,a9a,5,0.001,0.5,8,1,4096,1,1,512,0.3601377582583107,0.3593557055787931
0827T145223Z_jp9JVF,a9a,0,0.001,0.02,1,4,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T155029Z_EZ443U,a9a,5,0.001,0.01,256,8,4096,1,1,512,0.4626258607036542,0.4626258607036542
0827T154043Z_DK2Jck,a9a,5,0.001,0.001,2,8,4096,1,1,512,0.7779580029761175,0.7779580029761175
0827T155213Z_jdYGch,a9a,5,0.001,0.02,2048,1,4096,1,1,512,0.397990918281649,0.397990918281649
0827T161421Z_AimtD8,a9a,1,0.001,0.01,2048,1,4096,1,1,512,0.3336009290333269,0.333493945534729
0827T154207Z_7nJp9c,a9a,5,0.001,10.0,2,2,4096,1,1,512,18.37483841845994,1.1451013886529824
0827T162121Z_z6Z7L2,a9a,1,0.001,0.01,2048,256,4096,1,1,512,0.3807250061041214,0.3807250061041214
0827T162136Z_jGls5A,a9a,1,0.001,0.02,2048,256,4096,1,1,512,0.3508301566197707,0.3508301566197707
0827T151618Z_qd9587,a9a,2,0.001,0.01,1,1,4096,1,1,512,1.0723548638303495,0.7370593041770035
0827T162409Z_Oas9UY,a9a,2,0.001,0.002,256,64,4096,1,1,512,0.4372245440408369,0.4372245440408369
0827T162241Z_Tq9nhc,a9a,2,0.001,0.2,1,128,4096,1,1,512,0.4443418254149876,0.4061638331676692
0827T151525Z_fnDwdR,a9a,0,0.001,0.02,2,2,4096,1,1,512,0.3956024560291887,0.3956024560291887
0827T153444Z_fI1n4n,a9a,2,0.001,0.02,1,2,4096,1,1,512,1.027504625345856,0.6667746695397841
0827T151629Z_fFWue7,a9a,2,0.001,0.02,1,1,4096,1,1,512,1.3395585133646997,0.8850963495615092
0827T154459Z_gYCnNb,a9a,5,0.001,2.0,8,256,4096,1,1,512,0.9963970130511032,0.9963970130511032
0827T155136Z_h9qI71,a9a,5,0.001,0.1,256,256,4096,1,1,512,0.3469964518057809,0.3469964518057809
0827T155615Z_Jvqtu8,a9a,5,0.001,0.02,2048,64,4096,1,1,512,0.3981840181597654,0.3981840181597654
0827T153942Z_gsTwSo,a9a,5,0.001,0.02,1,32,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T160101Z_4Bea1z,a9a,0,0.001,5.0,8,128,4096,1,1,512,2.441236834337891,1.1451013886529824
0827T162303Z_JjwfDL,a9a,2,0.001,0.1,8,32,4096,1,1,512,0.3387340612028118,0.3387340612028118
0827T160045Z_dD1eSE,a9a,0,0.001,5.0,8,32,4096,1,1,512,1.9517214719897296,1.1451013886529824
0827T154200Z_WU1usW,a9a,5,0.001,5.0,2,2,4096,1,1,512,2.383493898280081,1.1451013886529824
0827T154305Z_w9vOpf,a9a,5,0.001,0.2,4,8,4096,1,1,512,0.3581968258568704,0.3581968258568704
0827T153355Z_ecEZAw,a9a,0,0.001,0.05,8,1,4096,1,1,512,0.3597711653599145,0.3597711653599145
0827T161824Z_e4gjMB,a9a,1,0.001,0.002,2048,64,4096,1,1,512,0.4365098826108654,0.4365098826108654
0827T162227Z_8XaDap,a9a,2,0.001,0.002,1,32,4096,1,1,512,0.4650488811801826,0.433251224915791
0827T161124Z_0GcECp,a9a,1,0.001,0.002,1,8,4096,1,1,512,0.4117902216024032,0.4117902216024032
0827T162240Z_HPTlLj,a9a,2,0.001,0.1,1,128,4096,1,1,512,0.4105984932874834,0.3755468343503374
0827T143120Z_QfnuHC,a9a,0,0.001,0.05,8,4,4096,1,1,512,0.3596567675670915,0.3596567675670915
0827T154318Z_1a0DYM,a9a,5,0.001,1.0,4,4,4096,1,1,512,0.5309259433117668,0.4781057513583067
0827T160220Z_mU3wHd,a9a,0,0.001,0.02,256,128,4096,1,1,512,0.3985871540236332,0.3985871540236332
0827T155057Z_16O1sD,a9a,5,0.001,0.001,256,64,4096,1,1,512,0.7796390185972103,0.7796390185972103
0827T160019Z_GbCOvo,a9a,0,0.001,1.0,1,256,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154343Z_Bh0xXq,a9a,5,0.001,0.001,8,1,4096,1,1,512,0.7787137115831747,0.7787137115831747
0827T154955Z_DHRRS1,a9a,5,0.001,0.1,8,128,4096,1,1,512,0.3473716822837361,0.3473716822837361
0827T154321Z_EwveSN,a9a,5,0.001,1.0,4,128,4096,1,1,512,0.702957896673018,0.702957896673018
0827T154215Z_RENPXL,a9a,5,0.001,0.001,4,4,4096,1,1,512,0.7794734364400208,0.7794734364400208
0827T153251Z_9B7oVt,a9a,5,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T151602Z_nGGWeP,a9a,1,0.001,0.02,4,4,4096,1,1,512,0.4093471183527182,0.3894882211766566
0827T153439Z_JuX8HQ,a9a,2,0.001,0.01,4,4,4096,1,1,512,0.3565305851840996,0.3499917841175272
0827T151550Z_kbukKB,a9a,1,0.001,0.01,4,2,4096,1,1,512,0.4137861157774584,0.3925115073265753
0827T145232Z_KczV2F,a9a,0,0.001,0.02,8,4,4096,1,1,512,0.3971881476207419,0.3971881476207419
0827T160219Z_ki5P75,a9a,0,0.001,0.01,256,128,4096,1,1,512,0.4628184524753886,0.4628184524753886
0827T154841Z_9h6FOF,a9a,5,0.001,1.0,1,1,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T154018Z_LnZyCv,a9a,5,0.001,1.0,1,128,4096,1,1,512,1.0677920576892523,1.0677920576892523
0827T161234Z_X9qzBS,a9a,1,0.001,0.1,256,1,4096,1,1,512,0.3358885167955926,0.3358885167955926
0827T163040Z_VyDY8M,a9a,2,0.001,0.002,2048,128,4096,1,1,512,0.4544757852832961,0.4544757852832961
0827T154114Z_vGvDuy,a9a,5,0.001,0.02,2,128,4096,1,1,512,0.3954337126242984,0.3954337126242984
0827T162252Z_dt9bnw,a9a,2,0.001,0.2,8,1,4096,1,1,512,0.4767463963266052,0.4260283758045378
0827T153305Z_nHmHdY,a9a,5,0.001,0.02,2,1,4096,1,1,512,0.3955791438306097,0.3955791438306097
0827T151640Z_PoF7UX,a9a,2,0.001,0.02,8,4,4096,1,1,512,0.3444785886416954,0.3444785886416954
0827T155039Z_HDss4f,a9a,5,0.001,5.0,256,8,4096,1,1,512,1.7451353435284216,1.145101388652984
0827T154509Z_5fQBTa,a9a,5,0.001,10.0,8,4,4096,1,1,512,3.453838919774,1.1451013886529824
0827T161244Z_Xn81zv,a9a,1,0.001,0.01,256,8,4096,1,1,512,0.3339135510058092,0.3339135510058092
0827T154854Z_AdUM6W,a9a,5,0.001,0.02,1,32,4096,1,1,512,0.4035973378482793,0.4035973378482793
0827T154821Z_Lfa4nx,a9a,5,0.001,5.0,1,8,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T154035Z_ndyVAx,a9a,5,0.001,10.0,1,4,4096,1,1,512,14.416213265644435,1.1451013886529824
0827T154302Z_ErwzPP,a9a,5,0.001,0.2,4,1,4096,1,1,512,0.3518436800883082,0.3518436800883082
0827T143112Z_0Or88U,a9a,0,0.001,0.05,1,4,4096,1,1,512,0.3952096145660694,0.3816145560737722
0827T160042Z_3mjDhn,a9a,0,0.001,0.1,8,32,4096,1,1,512,0.3469232703263707,0.3469232703263707
0827T161134Z_6aNRlb,a9a,1,0.001,0.002,1,64,4096,1,1,512,0.4536968797166709,0.4388220350649233
0827T160007Z_4mqBkw,a9a,0,0.001,0.001,1,128,4096,1,1,512,0.777914316671372,0.777914316671372
0827T162224Z_KIPslW,a9a,2,0.001,0.02,1,8,4096,1,1,512,0.4986926873424264,0.4861030908097861
0827T155830Z_WROz2W,a9a,5,0.001,0.002,2048,256,4096,1,1,512,0.7000193432208933,0.7000193432208933
0827T151520Z_l5VYWf,a9a,0,0.001,0.01,8,4,4096,1,1,512,0.460837244285581,0.460837244285581
0827T161102Z_0PJ4TQ,a9a,1,0.001,2.0,1,32,4096,1,1,512,3.507855454107199,1.1451013886529824
0827T155505Z_76NYlc,a9a,5,0.001,0.1,2048,32,4096,1,1,512,0.3460261626865424,0.3460261626865424
0827T161305Z_Bf6M5v,a9a,1,0.001,0.2,256,32,4096,1,1,512,0.3370409835389775,0.3357518231393764
0827T154432Z_RMBR36,a9a,5,0.001,0.2,8,1,4096,1,1,512,0.342385029330402,0.342385029330402
0827T160227Z_rFsUgn,a9a,0,0.001,2.0,256,128,4096,1,1,512,0.9949164539953366,0.9388111539402542
0827T154851Z_Ow7ilX,a9a,5,0.001,5.0,1,8,4096,1,1,512,7.080776499722578,1.1451013886529824
0827T161324Z_FosgSJ,a9a,1,0.001,0.002,256,128,4096,1,1,512,0.43447763835235,0.4344288079463029
0827T143129Z_8ImEQE,a9a,1,0.001,0.01,4,4,4096,1,1,512,0.374966528175348,0.374966528175348
0827T161146Z_Tz6fJw,a9a,1,0.001,0.02,1,256,4096,1,1,512,0.379701197404484,0.379701197404484
0827T153456Z_AuOnh8,a9a,2,0.001,0.05,1,4,4096,1,1,512,0.8887255295686173,0.6613544282297186
0827T154938Z_zgugoR,a9a,5,0.001,0.002,8,32,4096,1,1,512,0.6984770336856628,0.6984770336856628
0827T145304Z_CSJzzK,a9a,1,0.001,0.02,4,2,4096,1,1,512,0.4789741808070701,0.4260068641293354
0827T155120Z_UfbxF5,a9a,5,0.001,0.1,256,128,4096,1,1,512,0.3466809473393914,0.3466809473393914
0827T145239Z_y2G5w6,a9a,0,0.001,0.05,4,2,4096,1,1,512,0.3620343439619046,0.3620343439619046
0827T154255Z_8OxWH5,a9a,5,0.001,0.1,4,1,4096,1,1,512,0.3522694637985323,0.3522694637985323
0827T161716Z_lFJNrS,a9a,1,0.001,0.01,2048,32,4096,1,1,512,0.3371459926346097,0.3371459926346097
0827T155941Z_11xY0T,a9a,0,0.001,0.2,1,1,4096,1,1,512,0.4196268830276824,0.3853085223625162
0827T153914Z_uUxYaL,a9a,5,0.001,0.001,1,8,4096,1,1,512,0.777914316671372,0.777914316671372
0827T162242Z_1cGuXv,a9a,2,0.001,0.002,1,256,4096,1,1,512,0.4958304727282026,0.4958304727282026
0827T153345Z_Ri7Akn,a9a,0,0.001,0.02,8,2,4096,1,1,512,0.3972127081229584,0.3972127081229584
0827T154503Z_hb3qw2,a9a,5,0.001,5.0,8,8,4096,1,1,512,1.4274331362502246,1.1451013886529824
0827T151644Z_HyjpZw,a9a,2,0.001,0.05,2,2,4096,1,1,512,0.6561849517745907,0.5708292639809142
0827T154113Z_wQkqwl,a9a,5,0.001,0.02,2,64,4096,1,1,512,0.3954667523524293,0.3954667523524293
0827T154413Z_oY4tSi,a9a,5,0.001,0.02,8,4,4096,1,1,512,0.3971815120626789,0.3971815120626789
0827T154914Z_qKADBz,a9a,5,0.001,0.01,1,256,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T161139Z_0Zg0Pl,a9a,1,0.001,0.001,1,128,4096,1,1,512,0.4383054454607308,0.4383054454607308
0827T161810Z_AFQdxu,a9a,1,0.001,0.001,2048,64,4096,1,1,512,0.4511721725665768,0.4489974454235904
0827T153932Z_u1uZh8,a9a,5,0.001,0.01,1,1,4096,1,1,512,0.4590995036525556,0.4590995036525556
0827T155945Z_HvUORz,a9a,0,0.001,0.002,1,8,4096,1,1,512,0.6967947698880742,0.6967947698880742
0827T143210Z_EHGSHA,a9a,2,0.001,0.02,2,2,4096,1,1,512,0.4585649601278861,0.4585649601278861
0827T143106Z_wASPzK,a9a,0,0.001,0.02,4,4,4096,1,1,512,0.3969408606801195,0.3969408606801195
0827T155017Z_Vm8ZpE,a9a,5,0.001,0.2,256,1,4096,1,1,512,0.3377568842174343,0.3377568842174343
0827T154015Z_577UC1,a9a,5,0.001,1.0,1,4,4096,1,1,512,1.0677920576892523,0.9206310976213796
0827T155154Z_uikceG,a9a,5,0.001,0.002,2048,1,4096,1,1,512,0.7000014354932801,0.7000014354932801
0827T161757Z_iZRKKS,a9a,1,0.001,0.2,2048,32,4096,1,1,512,0.3370641768472425,0.3359897567343282
0827T145322Z_qBW6JH,a9a,2,0.001,0.01,1,4,4096,1,1,512,0.5638318912609009,0.5060302851813607
0827T153330Z_x00GH3,a9a,0,0.001,0.01,2,4,4096,1,1,512,0.4561928072952071,0.4561928072952071
0827T151519Z_DVvJuy,a9a,0,0.001,0.01,8,2,4096,1,1,512,0.4608382367400421,0.4608382367400421
0827T154304Z_7DFeTH,a9a,5,0.001,0.2,4,4,4096,1,1,512,0.3576836971351328,0.3576836971351328
0827T153254Z_zhdKMc,a9a,5,0.001,0.01,2,1,4096,1,1,512,0.4561919583754933,0.4561919583754933
0827T155740Z_kbIMPC,a9a,5,0.001,0.1,2048,128,4096,1,1,512,0.3464893661834699,0.3464893661834699
0827T151606Z_CdP8Wp,a9a,1,0.001,0.05,1,1,4096,1,1,512,2.235187080082373,1.1451013886529824
0827T154918Z_6y4sBk,a9a,5,0.001,2.0,1,256,4096,1,1,512,2.2657639204056306,1.1451013886529824
0827T154059Z_1MocbT,a9a,5,0.001,0.005,2,64,4096,1,1,512,0.5558025568236284,0.5558025568236284
0827T160022Z_LGKotX,a9a,0,0.001,0.001,8,1,4096,1,1,512,0.7787137285225859,0.7787137285225859
0827T153315Z_RUcxo5,a9a,5,0.001,0.05,1,2,4096,1,1,512,0.3952096145660694,0.3848853358453851
